,NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,GOBERNADOR PROVINCIAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,4.0,3,5,2.0,155,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
2,135,JUNTOS POR EL CAMBIO,53.0,57,53,38.0,155,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
3,136/503,FRENTE DE TODOS,85.0,83,83,100.0,155,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
4,137,CONSENSO FEDERAL,4.0,4,4,6.0,155,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
5,,VOTOS NULOS,2.0,2,2,2.0,155,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,155,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,155,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
8,,VOTOS EN BLANCO,12.0,7,10,12.0,155,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
9,,TOTALES,160.0,160,160,160.0,155,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
0,131/1911,FRENTE NOS,,1,1,,156,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,3.0,2,2,2.0,156,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
2,135,JUNTOS POR EL CAMBIO,122.0,124,121,95.0,156,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
3,136/503,FRENTE DE TODOS,121.0,120,120,141.0,156,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
4,137,CONSENSO FEDERAL,15.0,13,14,11.0,156,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
5,,VOTOS NULOS,1.0,1,1,3.0,156,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,156,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,156,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
8,,VOTOS EN BLANCO,7.0,8,10,17.0,156,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
9,,TOTALES,269.0,269,269,269.0,156,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
0,131/1911,FRENTE NOS,,1,1,,157,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,8.0,7,7,7.0,157,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
2,135,JUNTOS POR EL CAMBIO,130.0,130,127,106.0,157,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
3,136/503,FRENTE DE TODOS,106.0,105,106,132.0,157,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
4,137,CONSENSO FEDERAL,21.0,21,20,16.0,157,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
5,,VOTOS NULOS,3.0,3,3,3.0,157,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,157,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,157,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
8,,VOTOS EN BLANCO,15.0,16,19,19.0,157,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
9,,TOTALES,283.0,283,283,283.0,157,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
0,131/1911,FRENTE NOS,,0,0,,158,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,3.0,3,3,3.0,158,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
2,135,JUNTOS POR EL CAMBIO,69.0,70,68,58.0,158,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
3,136/503,FRENTE DE TODOS,50.0,50,50,60.0,158,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
4,137,CONSENSO FEDERAL,6.0,6,6,8.0,158,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
5,,VOTOS NULOS,0.0,0,0,0.0,158,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,158,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,158,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
8,,VOTOS EN BLANCO,12.0,11,13,11.0,158,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
9,,TOTALES,140.0,140,140,140.0,158,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
0,131/1911,FRENTE NOS,,3,2,,159,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,645
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,2.0,0,1,0.0,159,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,645
2,135,JUNTOS POR EL CAMBIO,56.0,57,57,44.0,159,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,645
3,136/503,FRENTE DE TODOS,71.0,73,73,92.0,159,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,645
4,137,CONSENSO FEDERAL,4.0,5,5,3.0,159,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,645
5,,VOTOS NULOS,2.0,2,2,2.0,159,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,645
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,159,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,645
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,159,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,645
8,,VOTOS EN BLANCO,16.0,11,11,10.0,159,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,645
9,,TOTALES,151.0,151,151,151.0,159,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,645
0,131/1911,FRENTE NOS,,1,1,,160,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,646
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,4.0,2,3,3.0,160,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,646
2,135,JUNTOS POR EL CAMBIO,137.0,143,138,113.0,160,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,646
3,136/503,FRENTE DE TODOS,100.0,103,104,126.0,160,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,646
4,137,CONSENSO FEDERAL,7.0,6,6,11.0,160,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,646
5,,VOTOS NULOS,0.0,0,0,0.0,160,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,646
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,160,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,646
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,160,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,646
8,,VOTOS EN BLANCO,15.0,8,11,10.0,160,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,646
9,,TOTALES,263.0,263,263,263.0,160,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,646
0,131/1911,FRENTE NOS,,0,0,,161,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,647
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,2.0,2,2,1.0,161,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,647
2,135,JUNTOS POR EL CAMBIO,68.0,72,69,53.0,161,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,647
3,136/503,FRENTE DE TODOS,40.0,41,41,61.0,161,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,647
4,137,CONSENSO FEDERAL,7.0,5,4,4.0,161,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,647
5,,VOTOS NULOS,2.0,2,2,2.0,161,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,647
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,161,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,647
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,161,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,647
8,,VOTOS EN BLANCO,4.0,1,5,2.0,161,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,647
9,,TOTALES,123.0,123,123,123.0,161,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,647
0,131/1911,FRENTE NOS,,0,0,,162,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,648
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,3.0,2,3,2.0,162,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,648
2,135,JUNTOS POR EL CAMBIO,57.0,56,56,49.0,162,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,648
3,136/503,FRENTE DE TODOS,77.0,78,76,85.0,162,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,648
4,137,CONSENSO FEDERAL,7.0,5,6,7.0,162,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,648
5,,VOTOS NULOS,3.0,3,3,4.0,162,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,648
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,162,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,648
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,162,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,648
8,,VOTOS EN BLANCO,6.0,9,9,6.0,162,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,648
9,,TOTALES,153.0,153,153,153.0,162,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,648
