,NRO,AGRUPACION POLITICA,PRESIDENTE Y VICE,DIPUTADO NACIONAL,GOBERNADOR PROVINCIAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,123,ELECCIONES PASO 11/08/2019,641
52,309,LISTA COMPROMISO CIUDADANO,,0.0,,,,123,ELECCIONES PASO 11/08/2019,641
53,309,LISTA AZUL Y BLANCO,,,0.0,0.0,,123,ELECCIONES PASO 11/08/2019,641
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,0.0,0.0,0.0,,123,ELECCIONES PASO 11/08/2019,641
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,123,ELECCIONES PASO 11/08/2019,641
56,314,LISTA A CELESTE Y BLANCO,,1.0,,,,123,ELECCIONES PASO 11/08/2019,641
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,1.0,,,,123,ELECCIONES PASO 11/08/2019,641
58,315,MORAL Y PROGRESO,,,,,,123,ELECCIONES PASO 11/08/2019,641
59,315,LISTA ESPERANZA,,0.0,,,,123,ELECCIONES PASO 11/08/2019,641
60,,TOTAL MORAL Y PROGRESO,,0.0,,,,123,ELECCIONES PASO 11/08/2019,641
61,,VOTOS NULOS,0.0,0.0,0.0,0.0,0.0,123,ELECCIONES PASO 11/08/2019,641
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,123,ELECCIONES PASO 11/08/2019,641
63,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,0.0,123,ELECCIONES PASO 11/08/2019,641
64,,VOTOS EN BLANCO,41.0,49.0,48.0,51.0,27.0,123,ELECCIONES PASO 11/08/2019,641
65,,TOTALES,282.0,282.0,282.0,282.0,282.0,123,ELECCIONES PASO 11/08/2019,641
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,124,ELECCIONES PASO 11/08/2019,641
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,0.0,,,,,124,ELECCIONES PASO 11/08/2019,641
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,0.0,,,,,124,ELECCIONES PASO 11/08/2019,641
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,124,ELECCIONES PASO 11/08/2019,641
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,0.0,0.0,0.0,,124,ELECCIONES PASO 11/08/2019,641
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,0.0,0.0,0.0,,124,ELECCIONES PASO 11/08/2019,641
6,36,PARTIDO AUTONOMISTA,,,,,,124,ELECCIONES PASO 11/08/2019,641
7,36,VALORES Y EXPERIENCIA,0.0,,,,,124,ELECCIONES PASO 11/08/2019,641
8,,TOTAL PARTIDO AUTONOMISTA,0.0,,,,,124,ELECCIONES PASO 11/08/2019,641
9,57,MOVIMIENTO ACCION VECINAL,,,,,,124,ELECCIONES PASO 11/08/2019,641
10,57,COMPROMISO VECINAL-A,0.0,,,,,124,ELECCIONES PASO 11/08/2019,641
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,124,ELECCIONES PASO 11/08/2019,641
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,124,ELECCIONES PASO 11/08/2019,641
13,79,SOMOS RENOVADORES,,1.0,,1.0,,124,ELECCIONES PASO 11/08/2019,641
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,1.0,,1.0,,124,ELECCIONES PASO 11/08/2019,641
15,87,UNITE POR LA LIBERTAD Y LA DIGNIDAD,,,,,,124,ELECCIONES PASO 11/08/2019,641
16,87,LISTA A-DESPERTAR,1.0,,,,,124,ELECCIONES PASO 11/08/2019,641
17,,TOTAL UNITE POR LA LIBERTAD Y LA DIGNIDAD,1.0,,,,,124,ELECCIONES PASO 11/08/2019,641
18,88/816,PARTIDO DIGNIDAD POPULAR,,,,,,124,ELECCIONES PASO 11/08/2019,641
19,88/816,LISTA 1A-POR LA VIDA,,2.0,1.0,1.0,1.0,124,ELECCIONES PASO 11/08/2019,641
20,,TOTAL PARTIDO DIGNIDAD POPULAR,,2.0,1.0,1.0,1.0,124,ELECCIONES PASO 11/08/2019,641
21,131/1911,FRENTE NOS,,,,,,124,ELECCIONES PASO 11/08/2019,641
22,131/1911,LISTA A-CELESTE 2019,0.0,,,,,124,ELECCIONES PASO 11/08/2019,641
23,131/1911,LINEA UNICA,,,0.0,0.0,,124,ELECCIONES PASO 11/08/2019,641
24,,TOTAL FRENTE NOS,0.0,,0.0,0.0,,124,ELECCIONES PASO 11/08/2019,641
25,132,FRENTE PATRIOTA,,,,,,124,ELECCIONES PASO 11/08/2019,641
26,132/,LISTA A-CELESTE,2.0,,,,,124,ELECCIONES PASO 11/08/2019,641
27,312/,LISTA CELESTE,,1.0,,,,124,ELECCIONES PASO 11/08/2019,641
28,865,LISTA LEALTAD,,,0.0,0.0,,124,ELECCIONES PASO 11/08/2019,641
29,,TOTAL FRENTE PATRIOTA,2.0,1.0,0.0,0.0,,124,ELECCIONES PASO 11/08/2019,641
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,124,ELECCIONES PASO 11/08/2019,641
31,133,LISTA-UNIDAD,3.0,3.0,3.0,3.0,1.0,124,ELECCIONES PASO 11/08/2019,641
32,,TOTAL FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,3.0,3.0,3.0,3.0,1.0,124,ELECCIONES PASO 11/08/2019,641
33,135,JUNTOS POR EL CAMBIO,,,,,,124,ELECCIONES PASO 11/08/2019,641
34,135,LISTA A-JUNTOS SOMOS EL CAMBIO,40.0,39.0,,,,124,ELECCIONES PASO 11/08/2019,641
35,135,LISTA 1A-AMARILLO,,,40.0,37.0,25.0,124,ELECCIONES PASO 11/08/2019,641
36,,TOTAL JUNTOS POR EL CAMBIO,40.0,39.0,40.0,37.0,25.0,124,ELECCIONES PASO 11/08/2019,641
37,136/503,FRENTE DE TODOS,,,,,,124,ELECCIONES PASO 11/08/2019,641
38,136/503,LISTA A CELESTE Y BLANCA,69.0,66.0,,,,124,ELECCIONES PASO 11/08/2019,641
39,136/503,LISTA CELESTE Y BLANCA-2,,,68.0,68.0,85.0,124,ELECCIONES PASO 11/08/2019,641
40,,TOTAL FRENTE DE TODOS,69.0,66.0,68.0,68.0,85.0,124,ELECCIONES PASO 11/08/2019,641
41,137,CONSENSO FEDERAL,,,,,,124,ELECCIONES PASO 11/08/2019,641
42,137,A-CONSENSO PARA EL FUTURO,8.0,6.0,,,,124,ELECCIONES PASO 11/08/2019,641
43,137,HAY CONSENSO,,,5.0,6.0,4.0,124,ELECCIONES PASO 11/08/2019,641
44,,TOTAL CONSENSO FEDERAL,8.0,6.0,5.0,6.0,4.0,124,ELECCIONES PASO 11/08/2019,641
45,207,PARTIDO HUMANISTA,,,,,,124,ELECCIONES PASO 11/08/2019,641
46,207,LISTA A-NARANJA,,0.0,,,,124,ELECCIONES PASO 11/08/2019,641
47,,TOTAL PARTIDO HUMANISTA,,0.0,,,,124,ELECCIONES PASO 11/08/2019,641
48,244,PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,,,124,ELECCIONES PASO 11/08/2019,641
49,244,LISTA LEALTAD,,,,0.0,,124,ELECCIONES PASO 11/08/2019,641
50,,TOTAL PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,0.0,,124,ELECCIONES PASO 11/08/2019,641
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,124,ELECCIONES PASO 11/08/2019,641
52,309,LISTA COMPROMISO CIUDADANO,,1.0,,,,124,ELECCIONES PASO 11/08/2019,641
53,309,LISTA AZUL Y BLANCO,,,1.0,1.0,,124,ELECCIONES PASO 11/08/2019,641
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,1.0,1.0,1.0,,124,ELECCIONES PASO 11/08/2019,641
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,124,ELECCIONES PASO 11/08/2019,641
56,314,LISTA A CELESTE Y BLANCO,,0.0,,,,124,ELECCIONES PASO 11/08/2019,641
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,0.0,,,,124,ELECCIONES PASO 11/08/2019,641
58,315,MORAL Y PROGRESO,,,,,,124,ELECCIONES PASO 11/08/2019,641
59,315,LISTA ESPERANZA,,0.0,,,,124,ELECCIONES PASO 11/08/2019,641
60,,TOTAL MORAL Y PROGRESO,,0.0,,,,124,ELECCIONES PASO 11/08/2019,641
61,,VOTOS NULOS,0.0,0.0,0.0,0.0,0.0,124,ELECCIONES PASO 11/08/2019,641
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,124,ELECCIONES PASO 11/08/2019,641
63,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,0.0,124,ELECCIONES PASO 11/08/2019,641
64,,VOTOS EN BLANCO,5.0,9.0,10.0,11.0,12.0,124,ELECCIONES PASO 11/08/2019,641
65,,TOTALES,128.0,128.0,128.0,128.0,128.0,124,ELECCIONES PASO 11/08/2019,641
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,125,ELECCIONES PASO 11/08/2019,642
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,2.0,,,,,125,ELECCIONES PASO 11/08/2019,642
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,2.0,,,,,125,ELECCIONES PASO 11/08/2019,642
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,125,ELECCIONES PASO 11/08/2019,642
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,2.0,2.0,2.0,,125,ELECCIONES PASO 11/08/2019,642
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,2.0,2.0,2.0,,125,ELECCIONES PASO 11/08/2019,642
6,36,PARTIDO AUTONOMISTA,,,,,,125,ELECCIONES PASO 11/08/2019,642
7,36,VALORES Y EXPERIENCIA,0.0,,,,,125,ELECCIONES PASO 11/08/2019,642
8,,TOTAL PARTIDO AUTONOMISTA,0.0,,,,,125,ELECCIONES PASO 11/08/2019,642
9,57,MOVIMIENTO ACCION VECINAL,,,,,,125,ELECCIONES PASO 11/08/2019,642
10,57,COMPROMISO VECINAL-A,0.0,,,,,125,ELECCIONES PASO 11/08/2019,642
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,125,ELECCIONES PASO 11/08/2019,642
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,125,ELECCIONES PASO 11/08/2019,642
13,79,SOMOS RENOVADORES,,1.0,,1.0,,125,ELECCIONES PASO 11/08/2019,642
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,1.0,,1.0,,125,ELECCIONES PASO 11/08/2019,642
15,87,UNITE POR LA LIBERTAD Y LA DIGNIDAD,,,,,,125,ELECCIONES PASO 11/08/2019,642
16,87,LISTA A-DESPERTAR,5.0,,,,,125,ELECCIONES PASO 11/08/2019,642
17,,TOTAL UNITE POR LA LIBERTAD Y LA DIGNIDAD,5.0,,,,,125,ELECCIONES PASO 11/08/2019,642
18,88/816,PARTIDO DIGNIDAD POPULAR,,,,,,125,ELECCIONES PASO 11/08/2019,642
19,88/816,LISTA 1A-POR LA VIDA,,0.0,0.0,0.0,0.0,125,ELECCIONES PASO 11/08/2019,642
20,,TOTAL PARTIDO DIGNIDAD POPULAR,,0.0,0.0,0.0,0.0,125,ELECCIONES PASO 11/08/2019,642
21,131/1911,FRENTE NOS,,,,,,125,ELECCIONES PASO 11/08/2019,642
22,131/1911,LISTA A-CELESTE 2019,1.0,,,,,125,ELECCIONES PASO 11/08/2019,642
23,131/1911,LINEA UNICA,,,1.0,0.0,,125,ELECCIONES PASO 11/08/2019,642
24,,TOTAL FRENTE NOS,1.0,,1.0,0.0,,125,ELECCIONES PASO 11/08/2019,642
25,132,FRENTE PATRIOTA,,,,,,125,ELECCIONES PASO 11/08/2019,642
26,132/,LISTA A-CELESTE,2.0,,,,,125,ELECCIONES PASO 11/08/2019,642
27,312/,LISTA CELESTE,,2.0,,,,125,ELECCIONES PASO 11/08/2019,642
28,865,LISTA LEALTAD,,,2.0,2.0,,125,ELECCIONES PASO 11/08/2019,642
29,,TOTAL FRENTE PATRIOTA,2.0,2.0,2.0,2.0,,125,ELECCIONES PASO 11/08/2019,642
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,125,ELECCIONES PASO 11/08/2019,642
31,133,LISTA-UNIDAD,9.0,9.0,8.0,8.0,7.0,125,ELECCIONES PASO 11/08/2019,642
32,,TOTAL FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,9.0,9.0,8.0,8.0,7.0,125,ELECCIONES PASO 11/08/2019,642
33,135,JUNTOS POR EL CAMBIO,,,,,,125,ELECCIONES PASO 11/08/2019,642
34,135,LISTA A-JUNTOS SOMOS EL CAMBIO,99.0,96.0,,,,125,ELECCIONES PASO 11/08/2019,642
35,135,LISTA 1A-AMARILLO,,,100.0,95.0,61.0,125,ELECCIONES PASO 11/08/2019,642
36,,TOTAL JUNTOS POR EL CAMBIO,99.0,96.0,100.0,95.0,61.0,125,ELECCIONES PASO 11/08/2019,642
37,136/503,FRENTE DE TODOS,,,,,,125,ELECCIONES PASO 11/08/2019,642
38,136/503,LISTA A CELESTE Y BLANCA,125.0,124.0,,,,125,ELECCIONES PASO 11/08/2019,642
39,136/503,LISTA CELESTE Y BLANCA-2,,,125.0,126.0,175.0,125,ELECCIONES PASO 11/08/2019,642
40,,TOTAL FRENTE DE TODOS,125.0,124.0,125.0,126.0,175.0,125,ELECCIONES PASO 11/08/2019,642
41,137,CONSENSO FEDERAL,,,,,,125,ELECCIONES PASO 11/08/2019,642
42,137,A-CONSENSO PARA EL FUTURO,24.0,20.0,,,,125,ELECCIONES PASO 11/08/2019,642
43,137,HAY CONSENSO,,,17.0,18.0,12.0,125,ELECCIONES PASO 11/08/2019,642
44,,TOTAL CONSENSO FEDERAL,24.0,20.0,17.0,18.0,12.0,125,ELECCIONES PASO 11/08/2019,642
45,207,PARTIDO HUMANISTA,,,,,,125,ELECCIONES PASO 11/08/2019,642
46,207,LISTA A-NARANJA,,0.0,,,,125,ELECCIONES PASO 11/08/2019,642
47,,TOTAL PARTIDO HUMANISTA,,0.0,,,,125,ELECCIONES PASO 11/08/2019,642
48,244,PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,,,125,ELECCIONES PASO 11/08/2019,642
49,244,LISTA LEALTAD,,,,0.0,,125,ELECCIONES PASO 11/08/2019,642
50,,TOTAL PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,0.0,,125,ELECCIONES PASO 11/08/2019,642
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,125,ELECCIONES PASO 11/08/2019,642
52,309,LISTA COMPROMISO CIUDADANO,,0.0,,,,125,ELECCIONES PASO 11/08/2019,642
53,309,LISTA AZUL Y BLANCO,,,0.0,0.0,,125,ELECCIONES PASO 11/08/2019,642
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,0.0,0.0,0.0,,125,ELECCIONES PASO 11/08/2019,642
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,125,ELECCIONES PASO 11/08/2019,642
56,314,LISTA A CELESTE Y BLANCO,,0.0,,,,125,ELECCIONES PASO 11/08/2019,642
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,0.0,,,,125,ELECCIONES PASO 11/08/2019,642
58,315,MORAL Y PROGRESO,,,,,,125,ELECCIONES PASO 11/08/2019,642
59,315,LISTA ESPERANZA,,0.0,,,,125,ELECCIONES PASO 11/08/2019,642
60,,TOTAL MORAL Y PROGRESO,,0.0,,,,125,ELECCIONES PASO 11/08/2019,642
61,,VOTOS NULOS,2.0,2.0,2.0,2.0,2.0,125,ELECCIONES PASO 11/08/2019,642
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,125,ELECCIONES PASO 11/08/2019,642
63,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,0.0,125,ELECCIONES PASO 11/08/2019,642
64,,VOTOS EN BLANCO,9.0,22.0,21.0,24.0,21.0,125,ELECCIONES PASO 11/08/2019,642
65,,TOTALES,278.0,278.0,278.0,278.0,278.0,125,ELECCIONES PASO 11/08/2019,642
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,126,ELECCIONES PASO 11/08/2019,642
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,1.0,,,,,126,ELECCIONES PASO 11/08/2019,642
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,1.0,,,,,126,ELECCIONES PASO 11/08/2019,642
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,126,ELECCIONES PASO 11/08/2019,642
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,1.0,1.0,1.0,,126,ELECCIONES PASO 11/08/2019,642
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,1.0,1.0,1.0,,126,ELECCIONES PASO 11/08/2019,642
6,36,PARTIDO AUTONOMISTA,,,,,,126,ELECCIONES PASO 11/08/2019,642
7,36,VALORES Y EXPERIENCIA,0.0,,,,,126,ELECCIONES PASO 11/08/2019,642
8,,TOTAL PARTIDO AUTONOMISTA,0.0,,,,,126,ELECCIONES PASO 11/08/2019,642
9,57,MOVIMIENTO ACCION VECINAL,,,,,,126,ELECCIONES PASO 11/08/2019,642
10,57,COMPROMISO VECINAL-A,0.0,,,,,126,ELECCIONES PASO 11/08/2019,642
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,126,ELECCIONES PASO 11/08/2019,642
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,126,ELECCIONES PASO 11/08/2019,642
13,79,SOMOS RENOVADORES,,0.0,,0.0,,126,ELECCIONES PASO 11/08/2019,642
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,0.0,,0.0,,126,ELECCIONES PASO 11/08/2019,642
15,87,UNITE POR LA LIBERTAD Y LA DIGNIDAD,,,,,,126,ELECCIONES PASO 11/08/2019,642
16,87,LISTA A-DESPERTAR,7.0,,,,,126,ELECCIONES PASO 11/08/2019,642
17,,TOTAL UNITE POR LA LIBERTAD Y LA DIGNIDAD,7.0,,,,,126,ELECCIONES PASO 11/08/2019,642
18,88/816,PARTIDO DIGNIDAD POPULAR,,,,,,126,ELECCIONES PASO 11/08/2019,642
19,88/816,LISTA 1A-POR LA VIDA,,0.0,0.0,0.0,0.0,126,ELECCIONES PASO 11/08/2019,642
20,,TOTAL PARTIDO DIGNIDAD POPULAR,,0.0,0.0,0.0,0.0,126,ELECCIONES PASO 11/08/2019,642
21,131/1911,FRENTE NOS,,,,,,126,ELECCIONES PASO 11/08/2019,642
22,131/1911,LISTA A-CELESTE 2019,2.0,,,,,126,ELECCIONES PASO 11/08/2019,642
23,131/1911,LINEA UNICA,,,1.0,1.0,,126,ELECCIONES PASO 11/08/2019,642
24,,TOTAL FRENTE NOS,2.0,,1.0,1.0,,126,ELECCIONES PASO 11/08/2019,642
25,132,FRENTE PATRIOTA,,,,,,126,ELECCIONES PASO 11/08/2019,642
26,132/,LISTA A-CELESTE,0.0,,,,,126,ELECCIONES PASO 11/08/2019,642
27,312/,LISTA CELESTE,,0.0,,,,126,ELECCIONES PASO 11/08/2019,642
28,865,LISTA LEALTAD,,,0.0,0.0,,126,ELECCIONES PASO 11/08/2019,642
29,,TOTAL FRENTE PATRIOTA,0.0,0.0,0.0,0.0,,126,ELECCIONES PASO 11/08/2019,642
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,126,ELECCIONES PASO 11/08/2019,642
31,133,LISTA-UNIDAD,6.0,7.0,5.0,6.0,5.0,126,ELECCIONES PASO 11/08/2019,642
32,,TOTAL FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,6.0,7.0,5.0,6.0,5.0,126,ELECCIONES PASO 11/08/2019,642
33,135,JUNTOS POR EL CAMBIO,,,,,,126,ELECCIONES PASO 11/08/2019,642
34,135,LISTA A-JUNTOS SOMOS EL CAMBIO,109.0,111.0,,,,126,ELECCIONES PASO 11/08/2019,642
35,135,LISTA 1A-AMARILLO,,,118.0,107.0,74.0,126,ELECCIONES PASO 11/08/2019,642
36,,TOTAL JUNTOS POR EL CAMBIO,109.0,111.0,118.0,107.0,74.0,126,ELECCIONES PASO 11/08/2019,642
37,136/503,FRENTE DE TODOS,,,,,,126,ELECCIONES PASO 11/08/2019,642
38,136/503,LISTA A CELESTE Y BLANCA,122.0,122.0,,,,126,ELECCIONES PASO 11/08/2019,642
39,136/503,LISTA CELESTE Y BLANCA-2,,,124.0,124.0,176.0,126,ELECCIONES PASO 11/08/2019,642
40,,TOTAL FRENTE DE TODOS,122.0,122.0,124.0,124.0,176.0,126,ELECCIONES PASO 11/08/2019,642
41,137,CONSENSO FEDERAL,,,,,,126,ELECCIONES PASO 11/08/2019,642
42,137,A-CONSENSO PARA EL FUTURO,33.0,23.0,,,,126,ELECCIONES PASO 11/08/2019,642
43,137,HAY CONSENSO,,,21.0,21.0,12.0,126,ELECCIONES PASO 11/08/2019,642
44,,TOTAL CONSENSO FEDERAL,33.0,23.0,21.0,21.0,12.0,126,ELECCIONES PASO 11/08/2019,642
45,207,PARTIDO HUMANISTA,,,,,,126,ELECCIONES PASO 11/08/2019,642
46,207,LISTA A-NARANJA,,0.0,,,,126,ELECCIONES PASO 11/08/2019,642
47,,TOTAL PARTIDO HUMANISTA,,0.0,,,,126,ELECCIONES PASO 11/08/2019,642
48,244,PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,,,126,ELECCIONES PASO 11/08/2019,642
49,244,LISTA LEALTAD,,,,0.0,,126,ELECCIONES PASO 11/08/2019,642
50,,TOTAL PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,0.0,,126,ELECCIONES PASO 11/08/2019,642
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,126,ELECCIONES PASO 11/08/2019,642
52,309,LISTA COMPROMISO CIUDADANO,,0.0,,,,126,ELECCIONES PASO 11/08/2019,642
53,309,LISTA AZUL Y BLANCO,,,0.0,0.0,,126,ELECCIONES PASO 11/08/2019,642
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,0.0,0.0,0.0,,126,ELECCIONES PASO 11/08/2019,642
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,126,ELECCIONES PASO 11/08/2019,642
56,314,LISTA A CELESTE Y BLANCO,,0.0,,,,126,ELECCIONES PASO 11/08/2019,642
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,0.0,,,,126,ELECCIONES PASO 11/08/2019,642
58,315,MORAL Y PROGRESO,,,,,,126,ELECCIONES PASO 11/08/2019,642
59,315,LISTA ESPERANZA,,0.0,,,,126,ELECCIONES PASO 11/08/2019,642
60,,TOTAL MORAL Y PROGRESO,,0.0,,,,126,ELECCIONES PASO 11/08/2019,642
61,,VOTOS NULOS,1.0,2.0,1.0,1.0,1.0,126,ELECCIONES PASO 11/08/2019,642
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,126,ELECCIONES PASO 11/08/2019,642
63,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,0.0,126,ELECCIONES PASO 11/08/2019,642
64,,VOTOS EN BLANCO,7.0,22.0,17.0,27.0,20.0,126,ELECCIONES PASO 11/08/2019,642
65,,TOTALES,288.0,288.0,288.0,288.0,288.0,126,ELECCIONES PASO 11/08/2019,642
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,127,ELECCIONES PASO 11/08/2019,642
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,0.0,,,,,127,ELECCIONES PASO 11/08/2019,642
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,0.0,,,,,127,ELECCIONES PASO 11/08/2019,642
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,127,ELECCIONES PASO 11/08/2019,642
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,0.0,0.0,0.0,,127,ELECCIONES PASO 11/08/2019,642
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,0.0,0.0,0.0,,127,ELECCIONES PASO 11/08/2019,642
6,36,PARTIDO AUTONOMISTA,,,,,,127,ELECCIONES PASO 11/08/2019,642
7,36,VALORES Y EXPERIENCIA,0.0,,,,,127,ELECCIONES PASO 11/08/2019,642
8,,TOTAL PARTIDO AUTONOMISTA,0.0,,,,,127,ELECCIONES PASO 11/08/2019,642
9,57,MOVIMIENTO ACCION VECINAL,,,,,,127,ELECCIONES PASO 11/08/2019,642
10,57,COMPROMISO VECINAL-A,0.0,,,,,127,ELECCIONES PASO 11/08/2019,642
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,127,ELECCIONES PASO 11/08/2019,642
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,127,ELECCIONES PASO 11/08/2019,642
13,79,SOMOS RENOVADORES,,0.0,,0.0,,127,ELECCIONES PASO 11/08/2019,642
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,0.0,,0.0,,127,ELECCIONES PASO 11/08/2019,642
15,87,UNITE POR LA LIBERTAD Y LA DIGNIDAD,,,,,,127,ELECCIONES PASO 11/08/2019,642
16,87,LISTA A-DESPERTAR,7.0,,,,,127,ELECCIONES PASO 11/08/2019,642
17,,TOTAL UNITE POR LA LIBERTAD Y LA DIGNIDAD,7.0,,,,,127,ELECCIONES PASO 11/08/2019,642
18,88/816,PARTIDO DIGNIDAD POPULAR,,,,,,127,ELECCIONES PASO 11/08/2019,642
19,88/816,LISTA 1A-POR LA VIDA,,2.0,2.0,2.0,2.0,127,ELECCIONES PASO 11/08/2019,642
20,,TOTAL PARTIDO DIGNIDAD POPULAR,,2.0,2.0,2.0,2.0,127,ELECCIONES PASO 11/08/2019,642
21,131/1911,FRENTE NOS,,,,,,127,ELECCIONES PASO 11/08/2019,642
22,131/1911,LISTA A-CELESTE 2019,5.0,,,,,127,ELECCIONES PASO 11/08/2019,642
23,131/1911,LINEA UNICA,,,5.0,6.0,,127,ELECCIONES PASO 11/08/2019,642
24,,TOTAL FRENTE NOS,5.0,,5.0,6.0,,127,ELECCIONES PASO 11/08/2019,642
25,132,FRENTE PATRIOTA,,,,,,127,ELECCIONES PASO 11/08/2019,642
26,132/,LISTA A-CELESTE,2.0,,,,,127,ELECCIONES PASO 11/08/2019,642
27,312/,LISTA CELESTE,,2.0,,,,127,ELECCIONES PASO 11/08/2019,642
28,865,LISTA LEALTAD,,,2.0,2.0,,127,ELECCIONES PASO 11/08/2019,642
29,,TOTAL FRENTE PATRIOTA,2.0,2.0,2.0,2.0,,127,ELECCIONES PASO 11/08/2019,642
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,127,ELECCIONES PASO 11/08/2019,642
31,133,LISTA-UNIDAD,3.0,3.0,2.0,2.0,2.0,127,ELECCIONES PASO 11/08/2019,642
32,,TOTAL FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,3.0,3.0,2.0,2.0,2.0,127,ELECCIONES PASO 11/08/2019,642
33,135,JUNTOS POR EL CAMBIO,,,,,,127,ELECCIONES PASO 11/08/2019,642
34,135,LISTA A-JUNTOS SOMOS EL CAMBIO,113.0,111.0,,,,127,ELECCIONES PASO 11/08/2019,642
35,135,LISTA 1A-AMARILLO,,,116.0,110.0,86.0,127,ELECCIONES PASO 11/08/2019,642
36,,TOTAL JUNTOS POR EL CAMBIO,113.0,111.0,116.0,110.0,86.0,127,ELECCIONES PASO 11/08/2019,642
37,136/503,FRENTE DE TODOS,,,,,,127,ELECCIONES PASO 11/08/2019,642
