,NRO,NRO.1,AGRUPACION POLITICA,SENADOR NACIONAL,DIPUTADO NACIONAL,SENADOR PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
6,,,VOTOS NULOS,1.0,1.0,1.0,1,149,ELECCIONES GENERALES 22/10/2017,643
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,149,ELECCIONES GENERALES 22/10/2017,643
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,149,ELECCIONES GENERALES 22/10/2017,643
9,,,VOTOS EN BLANCO,8.0,14.0,15.0,9,149,ELECCIONES GENERALES 22/10/2017,643
10,,,TOTALES,155.0,155.0,155.0,155,149,ELECCIONES GENERALES 22/10/2017,643
0,501.0,,1PAIS,45.0,43.0,43.0,38,150,ELECCIONES GENERALES 22/10/2017,644
1,503.0,,UNIDAD CIUDADANA,70.0,71.0,70.0,73,150,ELECCIONES GENERALES 22/10/2017,644
2,508.0,,CAMBIEMOS BUENOS AIRES,115.0,116.0,116.0,115,150,ELECCIONES GENERALES 22/10/2017,644
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,20.0,21.0,21.0,21,150,ELECCIONES GENERALES 22/10/2017,644
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,7.0,7.0,7.0,6,150,ELECCIONES GENERALES 22/10/2017,644
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,5,150,ELECCIONES GENERALES 22/10/2017,644
6,,,VOTOS NULOS,0.0,0.0,0.0,1,150,ELECCIONES GENERALES 22/10/2017,644
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,150,ELECCIONES GENERALES 22/10/2017,644
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,150,ELECCIONES GENERALES 22/10/2017,644
9,,,VOTOS EN BLANCO,7.0,6.0,7.0,5,150,ELECCIONES GENERALES 22/10/2017,644
10,,,TOTALES,264.0,264.0,264.0,264,150,ELECCIONES GENERALES 22/10/2017,644
0,501.0,,1PAIS,42.0,43.0,41.0,36,151,ELECCIONES GENERALES 22/10/2017,644
1,503.0,,UNIDAD CIUDADANA,67.0,65.0,67.0,70,151,ELECCIONES GENERALES 22/10/2017,644
2,508.0,,CAMBIEMOS BUENOS AIRES,126.0,126.0,126.0,125,151,ELECCIONES GENERALES 22/10/2017,644
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,22.0,21.0,21.0,22,151,ELECCIONES GENERALES 22/10/2017,644
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,9.0,10.0,10.0,10,151,ELECCIONES GENERALES 22/10/2017,644
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,5,151,ELECCIONES GENERALES 22/10/2017,644
6,,,VOTOS NULOS,2.0,2.0,2.0,2,151,ELECCIONES GENERALES 22/10/2017,644
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,151,ELECCIONES GENERALES 22/10/2017,644
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,151,ELECCIONES GENERALES 22/10/2017,644
9,,,VOTOS EN BLANCO,9.0,10.0,10.0,7,151,ELECCIONES GENERALES 22/10/2017,644
10,,,TOTALES,277.0,277.0,277.0,277,151,ELECCIONES GENERALES 22/10/2017,644
0,501.0,,1PAIS,14.0,13.0,13.0,13,152,ELECCIONES GENERALES 22/10/2017,644
1,503.0,,UNIDAD CIUDADANA,30.0,30.0,29.0,31,152,ELECCIONES GENERALES 22/10/2017,644
2,508.0,,CAMBIEMOS BUENOS AIRES,85.0,85.0,86.0,84,152,ELECCIONES GENERALES 22/10/2017,644
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,11.0,9.0,9.0,7,152,ELECCIONES GENERALES 22/10/2017,644
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,3.0,3.0,3.0,3,152,ELECCIONES GENERALES 22/10/2017,644
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,2,152,ELECCIONES GENERALES 22/10/2017,644
6,,,VOTOS NULOS,1.0,1.0,1.0,2,152,ELECCIONES GENERALES 22/10/2017,644
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,152,ELECCIONES GENERALES 22/10/2017,644
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,152,ELECCIONES GENERALES 22/10/2017,644
9,,,VOTOS EN BLANCO,2.0,5.0,5.0,4,152,ELECCIONES GENERALES 22/10/2017,644
10,,,TOTALES,146.0,146.0,146.0,146,152,ELECCIONES GENERALES 22/10/2017,644
0,501.0,,1PAIS,19.0,19.0,19.0,19,153,ELECCIONES GENERALES 22/10/2017,645
1,503.0,,UNIDAD CIUDADANA,44.0,40.0,40.0,41,153,ELECCIONES GENERALES 22/10/2017,645
2,508.0,,CAMBIEMOS BUENOS AIRES,56.0,56.0,56.0,58,153,ELECCIONES GENERALES 22/10/2017,645
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,19.0,18.0,17.0,16,153,ELECCIONES GENERALES 22/10/2017,645
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,1.0,2.0,2.0,2,153,ELECCIONES GENERALES 22/10/2017,645
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,2,153,ELECCIONES GENERALES 22/10/2017,645
6,,,VOTOS NULOS,2.0,2.0,2.0,2,153,ELECCIONES GENERALES 22/10/2017,645
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,153,ELECCIONES GENERALES 22/10/2017,645
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,153,ELECCIONES GENERALES 22/10/2017,645
9,,,VOTOS EN BLANCO,4.0,8.0,9.0,5,153,ELECCIONES GENERALES 22/10/2017,645
10,,,TOTALES,145.0,145.0,145.0,145,153,ELECCIONES GENERALES 22/10/2017,645
0,501.0,,1PAIS,14.0,14.0,14.0,14,154,ELECCIONES GENERALES 22/10/2017,646
1,503.0,,UNIDAD CIUDADANA,36.0,34.0,34.0,33,154,ELECCIONES GENERALES 22/10/2017,646
2,508.0,,CAMBIEMOS BUENOS AIRES,65.0,65.0,65.0,65,154,ELECCIONES GENERALES 22/10/2017,646
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,10.0,10.0,10.0,9,154,ELECCIONES GENERALES 22/10/2017,646
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,0.0,0.0,0.0,0,154,ELECCIONES GENERALES 22/10/2017,646
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,1,154,ELECCIONES GENERALES 22/10/2017,646
6,,,VOTOS NULOS,0.0,0.0,0.0,0,154,ELECCIONES GENERALES 22/10/2017,646
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,154,ELECCIONES GENERALES 22/10/2017,646
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,154,ELECCIONES GENERALES 22/10/2017,646
9,,,VOTOS EN BLANCO,1.0,3.0,3.0,4,154,ELECCIONES GENERALES 22/10/2017,646
10,,,TOTALES,126.0,126.0,126.0,126,154,ELECCIONES GENERALES 22/10/2017,646
0,501.0,,1PAIS,22.0,21.0,21.0,20,155,ELECCIONES GENERALES 22/10/2017,646
1,503.0,,UNIDAD CIUDADANA,35.0,33.0,33.0,33,155,ELECCIONES GENERALES 22/10/2017,646
2,508.0,,CAMBIEMOS BUENOS AIRES,58.0,58.0,58.0,55,155,ELECCIONES GENERALES 22/10/2017,646
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,10.0,10.0,10.0,10,155,ELECCIONES GENERALES 22/10/2017,646
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,4.0,4.0,4.0,4,155,ELECCIONES GENERALES 22/10/2017,646
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,5,155,ELECCIONES GENERALES 22/10/2017,646
6,,,VOTOS NULOS,0.0,0.0,0.0,0,155,ELECCIONES GENERALES 22/10/2017,646
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,155,ELECCIONES GENERALES 22/10/2017,646
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,155,ELECCIONES GENERALES 22/10/2017,646
9,,,VOTOS EN BLANCO,1.0,4.0,4.0,3,155,ELECCIONES GENERALES 22/10/2017,646
10,,,TOTALES,130.0,130.0,130.0,130,155,ELECCIONES GENERALES 22/10/2017,646
0,501.0,,1PAIS,14.0,13.0,13.0,11,156,ELECCIONES GENERALES 22/10/2017,647
1,503.0,,UNIDAD CIUDADANA,31.0,31.0,31.0,31,156,ELECCIONES GENERALES 22/10/2017,647
2,508.0,,CAMBIEMOS BUENOS AIRES,65.0,64.0,64.0,63,156,ELECCIONES GENERALES 22/10/2017,647
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,8.0,8.0,8.0,9,156,ELECCIONES GENERALES 22/10/2017,647
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,1.0,3.0,3.0,2,156,ELECCIONES GENERALES 22/10/2017,647
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,4,156,ELECCIONES GENERALES 22/10/2017,647
6,,,VOTOS NULOS,3.0,3.0,3.0,4,156,ELECCIONES GENERALES 22/10/2017,647
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,156,ELECCIONES GENERALES 22/10/2017,647
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,156,ELECCIONES GENERALES 22/10/2017,647
9,,,VOTOS EN BLANCO,3.0,3.0,3.0,1,156,ELECCIONES GENERALES 22/10/2017,647
10,,,TOTALES,125.0,125.0,125.0,125,156,ELECCIONES GENERALES 22/10/2017,647
0,501.0,,1PAIS,19.0,19.0,19.0,20,157,ELECCIONES GENERALES 22/10/2017,648
1,503.0,,UNIDAD CIUDADANA,55.0,52.0,52.0,52,157,ELECCIONES GENERALES 22/10/2017,648
2,508.0,,CAMBIEMOS BUENOS AIRES,70.0,70.0,70.0,69,157,ELECCIONES GENERALES 22/10/2017,648
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,8.0,7.0,7.0,7,157,ELECCIONES GENERALES 22/10/2017,648
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,3.0,3.0,2.0,2,157,ELECCIONES GENERALES 22/10/2017,648
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,4,157,ELECCIONES GENERALES 22/10/2017,648
6,,,VOTOS NULOS,2.0,2.0,2.0,2,157,ELECCIONES GENERALES 22/10/2017,648
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,157,ELECCIONES GENERALES 22/10/2017,648
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,157,ELECCIONES GENERALES 22/10/2017,648
9,,,VOTOS EN BLANCO,4.0,8.0,9.0,5,157,ELECCIONES GENERALES 22/10/2017,648
10,,,TOTALES,161.0,161.0,161.0,161,157,ELECCIONES GENERALES 22/10/2017,648
